gameId,date,sport,teamName,isHome,playerName,playerNumber,playerPosition,playerId,ip,h,r,er,bb,so,bf,doublesA,triplesA,bk,hrA,wp,hb,ibb,inhRun,inhRunScore,sha,sfa,kl
6529313,2/27/26,softball,Pacific (OR),,Kiara Baba,31.0,P,9661654,7.0,4,0,0,3,9,27,1,0,0,0,0,0,0,0,0,0,0,2
6529313,2/27/26,softball,Chapman,1.0,Rose Malen,2.0,P,9665581,5.0,5,3,2,1,7,22,1,0,0,1,0,0,0,0,0,1,0,3
6529313,2/27/26,softball,Chapman,1.0,Estrella Perez,17.0,P,9666434,2.0,4,3,0,0,1,11,0,0,0,0,0,0,0,0,0,0,1,1
6557073,2/28/26,softball,Swarthmore,,Lane Barron,22.0,P,9666974,1.2,9,8,6,1,2,14,0,0,0,0,0,0,0,0,0,0,0,2
6557073,2/28/26,softball,Swarthmore,,Lucia Sanchez,24.0,P,9657836,1.0,1,2,2,5,2,10,1,0,0,0,0,0,0,0,0,0,0,2
6557073,2/28/26,softball,Swarthmore,,Iris Castor,13.0,P,11249871,2.0,4,2,0,2,2,13,2,0,0,0,0,0,0,0,0,0,0,0
6557073,2/28/26,softball,Swarthmore,,Mackenzie Roberts,4.0,P,11249865,1.0,1,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
6557073,2/28/26,softball,Salisbury,1.0,Madison McGinnis,23.0,P,11251239,3.0,5,5,5,1,1,16,2,0,0,0,0,1,0,0,0,0,0,0
6557073,2/28/26,softball,Salisbury,1.0,Carly Angstadt,13.0,P,9668294,3.0,2,0,0,0,3,12,0,0,0,0,1,1,0,0,0,0,0,1
6557166,2/28/26,softball,TCNJ,,Elizabeth Gosse,29.0,P,9660197,7.0,5,0,0,1,3,28,0,0,0,0,1,1,0,0,0,1,0,0
6557166,2/28/26,softball,Salisbury,1.0,Isabella Purdy,15.0,P,9662543,5.2,6,3,2,0,2,25,2,0,0,0,0,2,0,0,0,1,0,0
6557166,2/28/26,softball,Salisbury,1.0,Carly Angstadt,13.0,P,9668294,1.1,1,0,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,1
6519369,3/07/26,softball,Oberlin,,Hailey Alspach,1.0,P,9663312,7.0,11,5,4,1,6,33,0,0,0,0,0,0,0,0,0,0,0,0
6527414,3/07/26,softball,Maryville (TN),,Whitney Carr,12.0,P,11241482,4.0,7,6,6,6,1,25,3,0,0,0,1,0,0,0,0,0,1,0
6527414,3/07/26,softball,Maryville (TN),,Sydney Dickinson,6.0,DH/P,9662488,2.0,3,1,0,0,0,9,0,0,0,0,1,0,0,2,2,0,0,0
6527414,3/07/26,softball,Gettysburg,1.0,Katie LaPlaunt,8.0,P,9659993,2.0,5,2,2,0,1,9,1,0,0,0,0,0,0,0,0,1,0,0
6527414,3/07/26,softball,Gettysburg,1.0,Bella Rausch,2.0,P,9658864,3.0,2,1,1,2,2,13,1,0,0,0,0,0,0,0,0,0,0,2
6527414,3/07/26,softball,Gettysburg,1.0,Lexi Waring,17.0,P,11234440,2.0,2,3,1,1,4,11,0,1,0,0,0,0,0,0,0,0,0,0
6556505,3/10/26,softball,Hunter,,Abigail Bidinger,13.0,P,11210578,4.0,7,9,4,4,1,25,2,1,0,0,0,0,0,0,0,1,1,1
6556505,3/10/26,softball,Wm. Paterson,1.0,Lilah Guthy,11.0,P,9663109,3.2,1,0,0,1,4,14,0,0,0,0,0,1,0,0,0,0,0,1
6556505,3/10/26,softball,Wm. Paterson,1.0,Taylor Palmieri,4.0,P,9656243,0.1,1,1,1,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0
6556505,3/10/26,softball,Wm. Paterson,1.0,Kylie Anthony,21.0,P,9654231,1.0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0
6564646,3/14/26,softball,Illinois Col.,,Avery Fritz,20.0,P/DP,9670589,5.0,6,4,3,1,5,24,1,0,0,0,0,0,0,0,0,0,0,2
6564646,3/14/26,softball,Illinois Col.,,Cambria Currie,8.0,DP/P,9663809,2.0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0
6564646,3/14/26,softball,Westminster (MO),1.0,Madison Plybon,1.0,P,9665918,7.0,8,5,4,4,4,36,1,0,0,1,1,2,0,0,0,2,1,1
6556508,3/15/26,softball,Wm. Paterson,,Lilah Guthy,11.0,P/RF,9663109,4.2,5,5,3,3,4,22,2,0,0,1,0,0,0,0,0,0,0,0
