gameId,date,sport,teamName,isHome,playerName,playerNumber,playerPosition,playerId,g,po,a,tc,e,fldPct,ci,pb,sba,csb,idp
6529313,2/27/26,softball,Pacific (OR),,Kayla Kodani,21.0,SS,9661600,1,1,0,1,0,1.0,0,0,0,0,0
6529313,2/27/26,softball,Pacific (OR),,Jordan Ingram,18.0,1B,9670744,1,4,1,5,0,1.0,0,0,0,0,0
6529313,2/27/26,softball,Pacific (OR),,Libby Hardee,19.0,CF,9663478,1,2,0,2,0,1.0,0,0,0,0,0
6529313,2/27/26,softball,Pacific (OR),,Kaimalino Ingram,33.0,DP,9667378,1,0,0,0,0,0.0,0,0,0,0,0
6529313,2/27/26,softball,Pacific (OR),,Chloe Knepp,5.0,3B,9660811,1,1,1,2,0,1.0,0,0,0,0,0
6529313,2/27/26,softball,Pacific (OR),,Kimberly Ray,13.0,2B,9670189,1,4,1,5,0,1.0,0,0,0,0,0
6529313,2/27/26,softball,Pacific (OR),,Ava Hlavacek,25.0,C,9656998,1,9,0,9,0,1.0,0,0,0,0,0
6529313,2/27/26,softball,Pacific (OR),,Ellie Ishikawa,24.0,LF,9654766,1,0,0,0,0,0.0,0,0,0,0,0
6529313,2/27/26,softball,Pacific (OR),,Rylie Kihara,30.0,RF,9656573,1,0,0,0,0,0.0,0,0,0,0,0
6529313,2/27/26,softball,Chapman,1.0,Mia Reyes,20.0,2B,9659074,1,2,0,2,0,1.0,0,0,0,0,0
6529313,2/27/26,softball,Chapman,1.0,Shea Higa,4.0,SS,9670150,1,0,1,2,1,0.5,0,0,0,0,0
6529313,2/27/26,softball,Chapman,1.0,Sam Mather,10.0,DP,11245172,1,0,0,0,0,0.0,0,0,0,0,0
6529313,2/27/26,softball,Chapman,1.0,Chloe Wilson,11.0,1B,11245168,1,5,0,5,0,1.0,0,0,0,0,0
6529313,2/27/26,softball,Chapman,1.0,Brianna Palomares,40.0,PR,9655243,1,0,0,0,0,0.0,0,0,0,0,0
6529313,2/27/26,softball,Chapman,1.0,Emily Tome,38.0,PR,11245170,1,0,0,0,0,0.0,0,0,0,0,0
6529313,2/27/26,softball,Chapman,1.0,Aleena Helms,18.0,1B,9668717,1,0,0,0,0,0.0,0,0,0,0,0
6529313,2/27/26,softball,Chapman,1.0,Jayden Garcia,9.0,3B,11245178,1,1,2,5,2,0.6,0,0,0,0,0
6529313,2/27/26,softball,Chapman,1.0,Bella Brischle,27.0,C,11245181,1,7,0,7,0,1.0,0,0,0,0,0
6529313,2/27/26,softball,Chapman,1.0,Brooke Wigand,31.0,C,11245169,1,1,0,1,0,1.0,0,0,1,0,0
6529313,2/27/26,softball,Chapman,1.0,Milla Fukuda,0.0,RF,9660929,1,1,0,2,1,0.5,0,0,0,0,0
6529313,2/27/26,softball,Chapman,1.0,Kloe Lobato,19.0,PH,11245173,1,0,0,0,0,0.0,0,0,0,0,0
6529313,2/27/26,softball,Chapman,1.0,Katie Miyasato,21.0,CF,9666608,1,1,0,1,0,1.0,0,0,0,0,0
6529313,2/27/26,softball,Chapman,1.0,Ava Fagin,34.0,CF,9657209,1,1,1,2,0,1.0,0,0,0,0,0
6529313,2/27/26,softball,Chapman,1.0,Kristy Kitabayashi,32.0,LF,9659995,1,2,0,2,0,1.0,0,0,0,0,0
6529313,2/27/26,softball,Chapman,1.0,Kennedy Crosby,24.0,PH,9655433,1,0,0,0,0,0.0,0,0,0,0,0
6557073,2/28/26,softball,Swarthmore,,Iris Barone,6.0,CF,9660630,1,1,0,1,0,1.0,0,0,0,0,0
6557073,2/28/26,softball,Swarthmore,,Regan Valenzuela,2.0,LF,9655824,1,2,0,2,0,1.0,0,0,0,0,0
6557073,2/28/26,softball,Swarthmore,,Lia Fong,7.0,SS/DP,9664718,1,1,1,3,1,0.667,0,0,0,0,0
6557073,2/28/26,softball,Swarthmore,,Kate Borza,15.0,PH,9670121,1,0,0,0,0,0.0,0,0,0,0,0
6557073,2/28/26,softball,Swarthmore,,Avery McClure,23.0,1B/3B,9663132,1,3,2,6,1,0.833,0,0,0,0,0
6557073,2/28/26,softball,Swarthmore,,Emilee Espinoza,3.0,RF,9661722,1,0,0,0,0,0.0,0,0,0,0,0
6557073,2/28/26,softball,Swarthmore,,Linnaea Rasmussen,10.0,3B/SS,11249869,1,1,3,4,0,1.0,0,0,0,0,0
6557073,2/28/26,softball,Swarthmore,,Rae Barron,12.0,C,9658470,1,6,2,8,0,1.0,0,3,7,1,0
6557073,2/28/26,softball,Swarthmore,,Serafina Tinio,20.0,DP/1B,9654342,1,2,0,2,0,1.0,0,0,0,0,0
6557073,2/28/26,softball,Swarthmore,,Elisabeth O'Connor,8.0,2B,9668507,1,1,1,2,0,1.0,0,0,0,0,0
6557073,2/28/26,softball,Salisbury,1.0,Courtney Johnson,22.0,3B,11251238,1,1,1,2,0,1.0,0,0,0,0,0
6557073,2/28/26,softball,Salisbury,1.0,Audrey March,25.0,DP,11251240,1,0,0,0,0,0.0,0,0,0,0,0
6557073,2/28/26,softball,Salisbury,1.0,Erin Doherty,12.0,PH,9670906,1,0,0,0,0,0.0,0,0,0,0,0
6557073,2/28/26,softball,Salisbury,1.0,Jillian McTamney,7.0,PH,11251233,1,0,0,0,0,0.0,0,0,0,0,0
6557073,2/28/26,softball,Salisbury,1.0,Madison Lepeonka,6.0,C,9660424,1,4,0,4,0,1.0,0,0,3,0,0
6557073,2/28/26,softball,Salisbury,1.0,Grace Couch,20.0,PR,11251236,1,0,0,0,0,0.0,0,0,0,0,0
6557073,2/28/26,softball,Salisbury,1.0,Karlie Wolfe,9.0,1B,9654973,1,3,0,3,0,1.0,0,0,0,0,0
6557073,2/28/26,softball,Salisbury,1.0,McKenna Horner,27.0,PR,9662622,1,0,0,0,0,0.0,0,0,0,0,0
6557073,2/28/26,softball,Salisbury,1.0,Alayna Gigliotti,26.0,SS,9665800,1,2,0,2,0,1.0,0,0,0,0,0
6557073,2/28/26,softball,Salisbury,1.0,Sam Flowers,8.0,LF,9664928,1,2,0,2,0,1.0,0,0,0,0,0
6557073,2/28/26,softball,Salisbury,1.0,Merry Pavlik,24.0,PH,9659188,1,0,0,0,0,0.0,0,0,0,0,0
6557073,2/28/26,softball,Salisbury,1.0,Morgan Moxley,10.0,2B,9659110,1,1,0,1,0,1.0,0,0,0,0,0
6557073,2/28/26,softball,Salisbury,1.0,Michalea Troy,16.0,PH,11251234,1,0,0,0,0,0.0,0,0,0,0,0
6557073,2/28/26,softball,Salisbury,1.0,Lexie Delcollo,11.0,RF,9670839,1,2,0,2,0,1.0,0,0,0,0,0
6557073,2/28/26,softball,Salisbury,1.0,Camille Jones,5.0,CF,9664638,1,3,0,3,0,1.0,0,0,0,0,0
