gameId,date,sport,teamName,isHome,playerName,playerNumber,playerPosition,playerId,ip,h,r,er,bb,so,bf,doublesA,triplesA,bk,hrA,wp,hb,ibb,inhRun,inhRunScore,sha,sfa,kl
6510946,2/07/26,softball,Bucknell,,Sarah Zimmerman,5,P/RF,9667060,3.1,8,6,6,0,2,19,4,0,0,0,0,1,0,1,0,0,0,0
6510946,2/07/26,softball,Bucknell,,Payton Hale,18,P,9656277,0.2,1,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0
6510946,2/07/26,softball,Bucknell,,Avery Powers,4,P,11230894,2.0,2,1,1,0,1,8,1,0,0,0,0,0,0,0,0,0,1,0
6510946,2/07/26,softball,South Dakota St.,1.0,Hailey Herman,13,P,9659355,4.0,7,3,3,0,3,19,2,0,0,0,0,0,0,0,0,0,0,0
6510946,2/07/26,softball,South Dakota St.,1.0,Madi Mangulis,88,P,9660758,3.0,2,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0
6564766,2/22/26,softball,Southern Utah,,Delaney Baker,10,P,9664370,5.0,3,2,2,0,1,18,1,0,0,0,1,0,0,0,0,1,0,0
6564766,2/22/26,softball,Southern Utah,,Riley Nielson,3,P,9665351,1.0,1,1,1,0,1,4,0,0,0,1,0,0,0,1,1,0,0,0
6564766,2/22/26,softball,Michigan,1.0,Gabby Ellis,22,P,11210123,7.0,2,1,1,2,3,26,0,0,0,0,0,1,0,0,0,0,0,2
6566102,3/22/26,softball,UC Santa Barbara,,Malaya Johnson,55,P,9664872,5.2,8,4,4,0,4,27,2,0,0,1,0,1,0,0,0,2,1,1
6566102,3/22/26,softball,UC Santa Barbara,,Sam Stoll,19,P,9657969,0.1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6566102,3/22/26,softball,UC Riverside,1.0,Alina Ortiz,19,P,11215650,5.0,16,14,13,4,0,35,1,2,0,2,1,0,0,0,0,0,1,0
6566102,3/22/26,softball,UC Riverside,1.0,Bree Barner,26,P,11215653,1.0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
